,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,rankings
729,38,70,39,31,19.1,8.6,2.9,6.9,41.6,2.0,5.0,39.7,0.9,1.0,82.2,0.1,2.2,2.3,1.2,0.8,0.4,0.2,1.5,13.8,0.0,0.0,1.9,75.0
730,23,70,33,37,33.1,18.7,7.1,15.5,45.6,1.8,6.0,30.3,2.7,3.6,75.2,0.9,4.6,5.5,2.5,1.9,0.6,0.4,2.4,30.0,4.0,0.0,-0.8,84.0
731,33,65,47,18,34.1,14.2,4.7,11.4,41.1,2.4,7.0,34.7,2.5,3.0,83.0,0.6,4.2,4.8,8.7,2.8,1.4,0.5,2.6,35.9,20.0,2.0,8.2,85.0
732,29,45,27,18,8.2,3.5,1.5,3.0,50.7,0.0,0.3,8.3,0.4,0.5,81.0,0.6,2.0,2.6,1.2,0.7,0.2,0.6,1.5,10.1,1.0,0.0,0.1,74.0
733,27,67,37,30,33.0,23.8,9.0,18.5,48.7,2.6,6.5,40.1,3.2,3.7,87.3,1.1,3.9,5.0,6.9,2.6,1.5,0.5,2.5,43.8,21.0,1.0,5.0,91.0
734,33,81,48,33,33.2,21.3,8.4,16.3,51.9,0.1,0.5,23.8,4.3,5.1,84.7,3.1,6.1,9.2,2.4,1.8,0.5,1.3,2.2,39.7,32.0,0.0,1.1,87.0
735,22,79,51,28,22.8,9.1,3.0,7.1,43.1,2.1,5.0,42.2,0.9,1.2,80.6,0.3,1.4,1.7,1.5,0.6,0.5,0.1,2.0,14.6,0.0,0.0,0.8,76.0
736,27,80,41,39,21.8,8.4,2.9,7.3,38.8,1.7,4.8,35.5,1.0,1.2,84.4,0.6,1.5,2.1,1.1,0.3,0.5,0.1,1.7,13.9,0.0,0.0,0.5,72.0
737,26,67,16,51,26.8,9.4,3.7,7.1,52.0,0.5,1.5,33.7,1.4,2.0,71.6,2.5,5.7,8.2,3.2,1.4,1.5,0.6,2.9,28.9,18.0,0.0,-4.8,78.0
738,22,52,16,36,32.3,18.7,6.6,15.3,43.0,2.3,6.4,36.1,3.3,3.8,87.2,1.4,7.6,9.0,1.4,1.6,0.7,0.6,2.3,34.1,20.0,0.0,-3.8,83.0
739,34,55,28,27,35.2,27.4,10.1,19.9,51.0,2.0,5.9,33.9,5.1,7.6,66.5,1.0,7.4,8.5,8.3,3.6,1.3,0.6,1.7,52.0,32.0,8.0,2.1,97.0
740,20,17,12,5,6.9,2.6,0.9,2.7,34.8,0.3,0.8,38.5,0.5,0.6,80.0,0.0,1.0,1.0,0.5,0.2,0.4,0.2,0.4,6.2,0.0,0.0,-3.2,73.0
741,21,47,25,22,30.3,9.9,3.9,9.7,40.6,1.6,4.9,32.9,0.4,1.0,41.7,1.1,4.2,5.3,5.4,2.2,1.5,0.4,2.4,27.9,4.0,1.0,-0.3,79.0
742,20,72,28,44,32.2,21.2,7.0,16.5,42.7,2.3,7.1,32.7,4.8,6.7,71.3,1.2,6.6,7.8,6.0,3.4,1.1,0.3,1.9,40.3,24.0,8.0,-1.6,87.0
743,23,63,30,33,22.8,9.7,3.6,8.3,43.8,1.7,4.3,39.4,0.8,1.0,83.6,0.2,2.7,2.9,1.8,0.9,0.4,0.2,1.5,16.7,0.0,0.0,0.8,75.0
744,23,46,9,37,17.0,7.0,2.3,6.2,37.8,1.5,4.2,36.3,0.8,1.0,82.6,0.6,2.3,2.9,1.2,0.5,0.6,0.9,0.9,16.2,1.0,0.0,-1.2,71.0
745,26,64,49,15,28.6,15.6,5.9,11.7,50.5,1.6,3.8,42.6,2.2,2.4,92.8,1.0,3.5,4.5,3.2,1.4,0.7,0.2,1.6,27.2,0.0,0.0,6.6,83.0
746,26,10,9,1,6.7,3.5,1.1,2.6,42.3,1.0,2.1,47.6,0.3,0.4,75.0,0.1,0.4,0.5,0.1,0.1,0.1,0.1,0.5,4.8,0.0,0.0,-0.8,69.0
747,22,81,53,28,23.2,11.3,4.3,9.1,47.4,2.0,5.0,40.2,0.7,0.8,84.8,0.4,2.0,2.5,1.2,0.7,0.7,0.1,1.4,17.8,0.0,0.0,1.7,77.0
748,21,73,34,39,17.2,8.9,3.1,8.0,38.7,1.5,4.5,33.0,1.2,1.4,88.2,0.2,1.7,1.9,1.6,1.2,0.5,0.3,1.5,14.7,0.0,0.0,-0.6,75.0
749,34,79,39,40,30.8,13.6,4.9,11.0,44.8,1.3,3.5,36.3,2.4,3.2,75.9,1.0,6.9,7.9,4.4,2.0,1.1,1.1,2.7,34.2,19.0,1.0,2.0,82.0
750,33,79,46,33,23.0,10.5,3.6,8.7,41.3,1.9,5.0,37.2,1.4,1.6,90.3,0.2,2.3,2.5,1.7,0.9,0.4,0.1,1.5,16.7,1.0,0.0,0.4,75.0
751,29,75,44,31,27.9,13.9,5.0,11.3,44.7,1.9,5.2,37.5,1.9,2.3,84.4,1.0,5.1,6.1,1.5,1.2,0.6,0.3,2.4,24.9,5.0,0.0,1.0,78.0
752,25,80,48,32,27.5,8.9,3.0,7.1,42.2,1.6,4.3,36.4,1.3,1.6,80.6,0.7,2.2,2.9,4.0,1.5,1.8,0.4,2.5,23.3,1.0,0.0,2.0,82.0
753,24,58,12,46,20.8,8.8,3.3,8.0,41.2,0.7,2.6,27.6,1.5,2.0,76.3,0.5,3.6,4.1,1.5,1.5,1.0,0.1,1.9,17.9,1.0,1.0,-4.5,75.0
754,21,19,12,7,22.5,8.2,3.4,8.2,41.9,0.2,0.7,28.6,1.1,1.9,56.8,1.4,2.3,3.7,3.1,1.3,0.9,0.3,2.7,19.4,0.0,0.0,-0.4,74.0
755,29,58,24,34,21.9,9.4,3.5,8.3,42.1,1.2,3.5,33.5,1.2,1.6,77.2,1.1,3.5,4.6,1.4,0.9,0.6,0.4,3.0,19.0,2.0,0.0,-2.8,75.0
756,20,62,30,32,25.3,14.9,5.7,11.4,50.4,0.5,1.5,31.3,2.9,4.2,69.1,2.6,5.0,7.6,1.0,1.6,0.5,1.0,1.9,28.4,19.0,0.0,-1.7,83.0
757,33,75,35,40,28.4,10.1,3.7,8.7,42.2,1.9,5.1,36.6,0.9,1.1,76.7,1.0,4.4,5.4,1.2,0.6,0.9,0.8,2.1,23.1,5.0,0.0,-0.1,76.0
758,29,82,54,28,21.1,7.8,3.2,5.4,59.3,0.0,0.1,20.0,1.4,2.4,56.1,2.0,4.4,6.4,3.0,1.5,0.8,0.9,3.1,23.5,9.0,0.0,0.9,77.0
759,28,48,20,28,16.9,5.9,2.0,5.0,40.5,0.9,2.7,33.8,0.9,1.1,80.8,0.1,1.5,1.6,3.8,1.4,0.3,0.0,1.6,13.0,0.0,0.0,-1.3,73.0
760,27,71,30,41,21.2,6.8,2.5,5.4,45.3,1.1,3.1,35.3,0.8,1.0,78.4,1.3,3.4,4.6,1.0,0.8,0.5,1.1,2.0,17.9,3.0,0.0,0.9,74.0
761,22,10,8,2,4.4,1.5,0.7,2.1,33.3,0.0,0.6,0.0,0.1,0.4,25.0,0.3,0.2,0.5,0.1,0.1,0.1,0.0,0.6,2.5,0.0,0.0,-0.9,70.0
762,27,61,35,26,14.4,5.9,2.2,4.0,54.5,0.8,1.8,45.0,0.7,0.8,84.3,0.8,3.0,3.8,1.2,0.7,0.2,0.1,1.7,12.7,2.0,0.0,-1.3,76.0
763,30,26,11,15,10.7,7.0,2.9,5.9,49.0,0.1,0.7,17.6,1.1,1.5,71.8,0.5,1.8,2.3,1.0,1.0,0.3,0.4,1.6,12.3,0.0,0.0,-1.5,76.0
764,27,28,17,11,13.3,4.8,1.6,4.4,37.4,0.4,1.4,26.3,1.1,1.9,60.4,0.7,1.8,2.5,2.5,0.7,0.7,0.5,1.7,14.6,0.0,0.0,0.1,72.0
765,25,64,29,35,18.4,6.7,2.5,5.2,47.6,0.3,0.7,34.0,1.5,1.9,77.2,1.4,2.5,3.8,1.0,0.7,0.5,0.6,2.4,15.4,1.0,0.0,-0.8,76.0
766,22,82,19,63,29.5,8.3,3.0,6.9,43.0,1.3,3.8,33.5,1.2,1.4,80.5,0.7,2.5,3.2,2.1,0.9,1.6,0.5,2.5,20.6,0.0,0.0,-4.7,75.0
767,31,70,30,40,33.5,21.1,7.0,16.0,43.8,2.2,6.1,36.4,4.9,5.8,84.5,0.6,2.8,3.4,6.4,1.9,1.3,0.3,1.8,37.9,10.0,0.0,0.3,87.0
768,27,64,35,29,20.4,7.0,2.3,5.6,40.2,1.4,4.0,34.8,1.1,1.3,82.4,0.9,2.9,3.8,1.2,0.8,0.3,0.6,2.0,15.4,1.0,0.0,0.5,73.0
769,30,79,44,35,17.7,5.8,2.1,5.3,40.0,1.3,3.2,40.1,0.3,0.4,66.7,0.5,2.9,3.5,0.8,0.6,0.3,0.2,2.0,12.2,0.0,0.0,0.5,75.0
770,21,80,38,42,21.2,7.5,3.0,6.4,46.4,0.8,2.5,32.5,0.7,1.0,75.3,0.8,3.2,4.0,1.2,0.6,0.7,0.6,1.4,17.4,1.0,0.0,-1.6,76.0
771,30,18,1,17,9.6,4.4,1.8,2.7,66.7,0.0,0.0,0.0,0.9,1.7,53.3,0.9,1.3,2.2,0.9,0.6,0.3,0.2,0.8,9.6,0.0,0.0,-2.4,70.0
772,21,66,16,50,20.6,7.3,3.1,4.4,69.4,0.0,0.0,0.0,1.2,2.0,60.0,2.7,3.7,6.4,0.6,0.5,0.8,2.4,3.3,25.0,11.0,0.0,-3.1,79.0
773,21,47,19,28,16.3,6.2,2.5,5.2,48.1,0.4,1.5,30.0,0.8,1.3,58.7,1.4,3.6,5.0,0.8,0.9,0.3,1.4,2.2,17.4,1.0,0.0,-5.1,77.0
774,24,82,54,28,24.0,10.4,4.2,8.6,49.3,1.1,2.8,41.4,0.8,1.0,80.2,0.4,1.9,2.4,3.6,0.6,0.9,0.0,1.2,20.8,1.0,0.0,2.2,77.0
775,25,82,48,34,26.3,16.6,6.7,10.8,61.5,0.0,0.2,17.6,3.2,5.0,64.3,2.2,4.3,6.5,2.0,1.6,0.9,1.3,3.1,32.4,17.0,0.0,0.7,83.0
776,22,43,15,28,10.4,4.8,1.7,4.0,41.5,0.5,1.8,28.6,1.0,1.2,81.1,0.4,1.6,2.0,0.6,0.9,0.3,0.3,1.3,8.8,0.0,0.0,-2.3,71.0
777,23,74,43,31,28.6,13.3,5.1,10.5,48.7,1.0,2.6,38.8,2.0,2.7,73.6,1.4,5.8,7.2,1.6,1.4,0.8,2.7,2.6,33.4,17.0,0.0,1.6,82.0
778,31,77,38,39,23.2,9.6,3.7,7.7,47.9,1.3,3.3,40.1,0.9,1.2,76.1,1.6,4.1,5.8,1.9,1.1,0.7,0.7,2.6,22.6,9.0,0.0,1.1,77.0
779,25,77,48,29,13.7,4.9,2.1,3.6,58.7,0.0,0.0,0.0,0.7,1.0,68.4,1.6,2.6,4.2,0.6,0.6,0.9,1.2,2.2,16.5,2.0,0.0,-1.0,77.0
780,30,75,35,40,31.4,9.3,3.4,7.5,45.0,1.5,4.0,38.9,1.0,1.2,86.5,0.9,4.3,5.2,3.3,1.6,0.9,0.6,1.9,23.5,0.0,0.0,-0.3,77.0
781,24,80,53,27,31.3,20.1,7.7,15.1,51.1,1.0,3.4,30.7,3.6,4.4,82.1,2.9,8.0,10.8,7.3,3.1,1.4,0.7,2.9,46.9,56.0,12.0,3.9,90.0
782,28,80,41,39,31.4,20.8,8.8,16.9,51.8,1.1,2.9,36.4,2.2,2.8,78.9,2.8,9.2,12.0,3.8,2.0,1.0,1.1,2.0,45.4,60.0,1.0,2.7,86.0
783,23,68,13,55,25.3,8.4,3.0,6.5,47.0,0.7,2.0,33.6,1.6,2.3,71.2,1.7,6.1,7.8,1.9,1.3,0.7,0.8,2.6,23.5,18.0,0.0,-4.3,75.0
784,26,60,45,15,18.8,8.6,3.2,6.7,48.3,1.1,2.8,40.0,1.0,1.3,82.7,0.3,2.1,2.3,1.5,1.1,0.7,0.2,1.6,15.2,0.0,0.0,0.3,74.0
785,21,67,46,21,20.2,7.0,2.7,6.0,45.3,1.0,3.0,33.2,0.5,0.9,58.1,0.9,2.1,2.9,0.7,0.8,0.7,0.3,2.1,13.8,0.0,0.0,-0.7,73.0
786,21,46,15,31,17.5,5.9,2.1,5.3,40.2,1.0,2.8,34.4,0.7,1.0,71.1,1.6,2.7,4.2,1.0,0.7,0.6,0.5,1.5,15.2,4.0,0.0,-4.4,73.0
787,26,56,25,31,30.1,13.9,5.3,11.5,46.5,1.9,4.6,40.6,1.4,1.7,81.3,1.0,4.6,5.6,2.1,1.2,1.5,0.6,1.9,28.8,6.0,0.0,-0.4,80.0
788,25,80,57,23,31.8,16.9,6.5,11.8,54.9,1.0,2.7,36.9,3.0,3.8,78.5,1.6,5.3,6.9,3.1,1.9,0.9,0.7,3.0,32.6,18.0,0.0,7.4,87.0
789,26,61,43,18,20.7,6.9,2.7,5.7,46.6,1.1,3.3,33.0,0.5,0.7,72.5,1.0,3.2,4.2,2.0,0.5,0.5,0.4,1.3,17.3,1.0,0.0,1.9,74.0
790,30,78,48,30,27.4,7.6,2.5,6.1,40.7,1.4,3.6,39.7,1.2,1.6,78.0,1.0,4.0,5.0,3.8,1.1,0.9,0.6,3.4,22.5,6.0,0.0,1.9,79.0
791,23,29,17,12,13.7,2.6,0.9,2.2,41.3,0.3,1.0,32.1,0.4,0.5,86.7,0.2,1.4,1.7,1.0,0.6,0.8,0.1,1.3,8.0,0.0,0.0,-2.1,72.0
792,38,30,17,13,12.0,3.9,1.4,3.1,44.7,0.2,0.4,46.2,0.9,1.3,70.0,0.7,3.8,4.6,1.7,0.5,0.2,0.5,1.0,13.5,1.0,0.0,-1.1,75.0
793,29,77,46,31,36.9,28.0,9.2,21.0,43.8,3.8,9.8,38.6,5.9,7.0,83.9,1.4,6.8,8.2,4.1,2.7,2.2,0.4,2.8,49.3,24.0,1.0,6.4,93.0
794,34,70,49,21,27.1,12.6,4.6,9.5,48.4,0.8,2.3,36.5,2.6,3.6,72.7,2.2,5.0,7.2,2.0,1.4,1.2,0.8,2.6,28.8,14.0,0.0,4.9,82.0
795,26,74,49,25,14.3,6.9,2.8,5.9,46.5,1.1,2.7,40.5,0.3,0.4,76.9,0.3,1.8,2.1,1.6,0.7,0.3,0.0,1.2,12.0,0.0,0.0,-1.8,74.0
796,33,46,19,27,29.8,9.2,3.8,9.4,40.5,1.1,3.1,35.9,0.5,0.8,63.9,0.7,4.5,5.3,8.0,2.8,1.2,0.2,2.2,28.9,14.0,1.0,-5.3,76.0
797,27,37,26,11,12.8,5.3,2.0,4.4,46.0,0.5,1.6,33.3,0.8,0.9,84.8,0.2,1.5,1.7,2.5,0.9,0.4,0.1,1.3,11.6,0.0,0.0,4.7,72.0
798,28,63,27,36,29.8,11.3,3.9,9.4,41.2,2.3,6.2,37.7,1.2,1.3,85.9,0.3,2.4,2.7,2.0,1.0,0.6,0.2,1.7,19.1,0.0,0.0,-0.8,74.0
799,29,82,41,41,27.9,15.4,5.4,12.8,42.1,2.1,5.7,36.9,2.5,2.9,86.4,0.5,2.1,2.6,4.2,1.8,0.7,0.1,2.5,25.4,0.0,0.0,0.5,80.0
800,25,70,16,54,16.9,8.2,3.2,5.2,60.8,0.0,0.0,0.0,1.8,2.5,73.1,1.6,3.1,4.7,0.9,0.7,0.6,1.1,2.8,19.6,5.0,0.0,-2.5,75.0
801,28,68,40,28,27.9,12.7,4.3,10.7,40.4,1.2,3.7,31.1,2.9,3.4,85.5,0.5,3.1,3.6,6.1,2.6,1.3,0.1,2.6,28.0,7.0,0.0,3.7,78.0
802,28,35,20,15,34.4,13.3,4.5,10.3,43.1,2.4,6.4,37.8,1.9,2.5,76.4,0.8,4.7,5.5,1.3,1.3,2.1,1.3,3.6,30.9,2.0,0.0,1.8,80.0
803,21,32,18,14,8.8,2.5,1.1,1.6,70.6,0.0,0.0,0.0,0.3,0.5,60.0,0.8,1.7,2.5,0.2,0.3,0.3,1.3,1.1,10.2,0.0,0.0,-1.6,74.0
804,31,74,20,54,21.7,9.5,4.1,7.2,56.8,0.1,0.4,22.6,1.2,1.7,72.4,1.9,2.0,3.9,1.2,1.3,0.1,1.1,1.7,18.3,2.0,0.0,-1.9,75.0
805,21,63,36,27,20.5,8.5,3.2,7.1,45.0,0.9,2.9,31.5,1.1,1.5,78.3,0.9,3.0,3.9,0.8,1.2,0.7,0.4,2.3,16.3,2.0,0.0,0.0,75.0
806,26,72,29,43,26.3,11.2,4.1,9.3,43.5,1.2,3.3,35.6,1.9,2.2,88.4,0.3,1.8,2.2,1.8,0.8,0.8,0.2,2.0,18.6,0.0,0.0,-3.8,76.0
807,27,66,31,35,23.5,7.6,2.8,7.0,40.3,1.2,3.4,35.1,0.8,1.1,72.2,0.9,2.7,3.6,1.7,1.0,0.5,0.2,1.7,15.7,2.0,0.0,-0.6,72.0
808,24,59,27,32,20.9,8.9,3.4,8.3,41.1,0.2,0.8,18.4,2.0,3.1,64.5,1.4,3.8,5.3,1.6,1.2,0.7,0.5,1.8,20.1,4.0,0.0,-0.2,75.0
809,26,82,50,32,20.4,5.2,2.0,4.2,47.5,0.8,2.1,38.6,0.4,0.5,76.2,0.3,3.2,3.5,1.5,0.9,0.7,0.3,2.1,13.6,1.0,0.0,2.1,73.0
810,32,69,42,27,26.7,13.7,5.4,10.8,50.4,1.1,2.7,40.2,1.7,2.1,81.6,0.9,5.9,6.8,2.6,1.7,0.8,0.5,2.3,28.0,9.0,0.0,2.3,81.0
811,27,81,50,31,31.8,15.9,5.9,8.8,66.9,0.0,0.0,0.0,4.1,6.4,63.6,3.8,9.0,12.9,2.0,1.6,0.8,2.3,2.9,42.0,66.0,0.0,4.7,88.0
812,30,73,44,29,36.0,22.9,8.6,20.2,42.8,1.6,5.6,29.0,4.1,6.2,65.6,1.5,9.6,11.1,10.7,4.5,1.9,0.5,3.4,55.1,57.0,34.0,4.0,90.0
813,25,81,22,59,24.2,6.7,2.3,5.2,44.7,1.0,2.7,37.3,1.1,1.3,87.3,0.3,2.4,2.7,3.3,0.8,0.8,0.0,2.1,16.7,0.0,0.0,-3.1,72.0
814,28,42,15,27,10.8,4.0,1.4,3.0,45.2,0.9,2.2,40.9,0.4,0.5,78.9,0.2,1.3,1.5,0.5,0.4,0.1,0.1,0.8,6.9,0.0,0.0,1.7,72.0
815,24,56,39,17,10.6,3.3,1.2,2.8,42.4,0.5,1.6,31.5,0.4,0.7,61.5,0.4,1.1,1.5,0.4,0.3,0.2,0.1,0.8,6.2,0.0,0.0,1.3,73.0
816,29,74,53,21,27.2,15.0,6.3,11.9,52.9,0.7,2.3,29.0,1.8,2.4,76.3,2.1,6.0,8.1,1.3,1.5,0.4,1.4,2.9,30.6,22.0,0.0,3.5,81.0
817,28,74,49,25,18.9,7.9,2.9,6.3,45.6,1.5,3.4,45.0,0.6,0.7,84.6,0.4,1.3,1.6,0.9,0.8,0.5,0.2,1.3,12.3,0.0,0.0,1.8,74.0
818,27,56,26,30,17.6,9.4,3.0,7.8,38.9,1.4,4.1,33.3,2.1,2.5,83.3,0.3,1.5,1.8,2.6,1.2,0.7,0.3,1.2,17.3,1.0,0.0,0.3,75.0
819,20,82,48,34,26.5,10.8,4.2,8.7,47.6,0.6,1.7,36.7,1.9,2.4,80.0,0.7,2.1,2.8,3.3,1.7,1.2,0.5,2.1,22.6,1.0,0.0,-1.3,79.0
820,22,20,10,10,13.4,4.4,1.7,4.4,39.1,0.7,2.2,31.8,0.3,0.4,71.4,0.5,1.3,1.8,0.9,0.3,0.4,0.4,1.5,9.9,0.0,0.0,-0.1,71.0
821,25,73,20,53,19.6,6.5,2.5,5.8,43.2,0.3,1.2,27.0,1.1,1.7,66.7,0.5,2.6,3.0,1.9,0.8,1.2,0.4,1.7,17.1,1.0,0.0,-4.3,73.0
822,23,22,12,10,8.0,3.0,1.2,2.2,53.1,0.3,0.6,46.2,0.4,0.8,52.9,0.4,1.5,2.0,0.5,0.5,0.2,0.3,1.3,7.1,1.0,0.0,-1.4,70.0
823,28,44,14,30,20.0,4.3,1.5,4.0,38.2,0.7,2.3,31.7,0.5,0.7,71.9,0.8,2.3,3.0,1.3,0.7,0.5,0.2,1.8,11.4,0.0,0.0,-2.9,70.0
824,26,68,36,32,28.1,16.8,5.4,12.2,44.2,1.8,5.4,33.5,4.2,5.2,80.6,0.4,2.1,2.4,4.6,2.2,0.6,0.3,2.8,26.9,2.0,0.0,-1.2,82.0
825,23,66,28,38,18.3,6.9,2.6,6.7,38.9,0.9,3.3,28.8,0.8,1.0,78.1,0.5,2.8,3.3,1.3,1.2,0.9,0.2,1.7,15.0,0.0,0.0,-3.0,73.0
826,31,69,52,17,33.8,27.3,9.2,19.4,47.2,5.1,11.7,43.7,3.8,4.2,91.6,0.7,4.7,5.3,5.2,2.8,1.3,0.4,2.4,43.8,3.0,0.0,10.0,95.0
827,24,58,45,13,17.8,6.4,2.5,5.4,46.5,0.9,2.5,36.1,0.5,0.7,69.0,0.5,2.7,3.2,1.4,0.8,0.4,0.1,1.5,13.3,0.0,0.0,0.0,73.0
828,25,80,47,33,33.4,13.9,6.0,10.1,59.5,0.0,0.0,0.0,1.8,3.7,50.0,4.9,4.6,9.5,1.6,1.7,1.5,1.0,2.6,33.1,29.0,0.0,4.9,82.0
829,22,58,35,23,9.0,3.9,1.7,3.2,54.1,0.1,0.5,25.8,0.3,0.5,61.3,0.7,1.4,2.2,0.4,0.2,0.2,0.3,0.6,8.3,1.0,0.0,0.8,74.0
830,34,70,32,38,24.1,10.8,4.3,7.7,56.6,0.2,0.5,32.4,1.9,2.5,75.7,2.5,4.1,6.5,1.2,1.0,0.8,0.6,2.7,23.3,13.0,0.0,-1.2,77.0
831,25,55,19,36,28.2,13.5,4.8,10.8,44.1,2.2,5.7,39.0,1.7,2.1,81.9,0.4,3.2,3.6,2.1,1.8,1.0,0.3,2.6,23.2,0.0,0.0,-4.4,77.0
832,21,74,44,30,26.1,6.9,2.5,5.8,42.9,1.4,3.9,36.6,0.5,0.7,72.5,0.4,1.5,1.9,1.0,0.6,0.5,0.2,3.1,12.3,0.0,0.0,1.9,71.0
833,28,81,42,39,26.5,15.1,5.4,12.7,42.8,2.7,7.0,38.3,1.6,1.8,87.5,0.3,3.1,3.5,1.7,1.1,0.9,0.4,1.5,24.4,0.0,0.0,0.1,79.0
834,25,79,47,32,22.7,9.0,3.3,8.4,38.7,1.5,4.3,35.3,0.9,1.2,78.5,0.4,3.5,3.9,2.9,0.9,0.9,0.3,1.3,20.5,1.0,0.0,-0.5,78.0
835,31,81,47,34,30.7,12.6,5.5,10.4,52.7,0.6,1.8,34.9,1.1,1.7,64.4,2.4,4.1,6.5,2.5,1.5,1.5,0.4,2.4,28.5,10.0,0.0,1.7,79.0
836,23,18,7,11,11.7,4.5,1.4,4.1,34.2,0.7,2.6,26.1,1.1,1.2,86.4,0.2,1.8,2.0,1.2,1.0,0.3,0.0,0.8,8.7,0.0,0.0,-0.1,69.0
837,21,72,29,43,20.8,10.5,4.3,7.0,61.6,0.5,1.4,33.3,1.5,1.9,78.1,1.6,4.7,6.3,1.3,0.8,0.3,0.9,1.8,23.0,14.0,0.0,-1.5,78.0
838,22,64,44,20,15.2,5.0,1.7,4.2,40.7,0.8,2.4,32.0,0.9,1.3,66.7,0.6,2.5,3.2,0.7,0.5,0.3,0.8,1.6,12.7,0.0,0.0,-0.1,72.0
839,28,59,27,32,19.0,5.3,2.0,4.4,44.4,0.6,1.7,36.6,0.7,0.9,75.9,0.7,2.2,2.8,4.2,1.3,0.5,0.1,1.9,15.5,4.0,0.0,-1.1,72.0
840,27,65,14,51,31.6,18.1,6.0,15.3,39.3,2.5,7.3,34.0,3.6,4.2,84.1,0.5,2.9,3.4,2.4,1.6,0.8,0.1,2.2,27.1,2.0,0.0,-6.2,77.0
841,26,82,46,36,34.7,20.0,7.5,15.3,48.7,1.9,4.8,39.7,3.2,3.7,86.6,0.8,7.0,7.9,2.8,1.8,0.6,0.5,2.2,35.1,15.0,0.0,0.2,85.0
842,27,80,32,48,27.0,8.9,3.2,6.6,48.5,0.8,2.0,39.5,1.6,2.0,81.9,1.0,2.5,3.5,5.0,1.5,1.0,0.2,2.2,22.6,7.0,1.0,-0.7,75.0
843,21,3,2,1,12.0,5.7,2.7,5.3,50.0,0.0,0.0,0.0,0.3,0.7,50.0,3.0,2.0,5.0,0.3,1.0,0.7,0.7,2.0,15.2,1.0,0.0,-6.0,70.0
844,27,74,55,19,17.6,6.0,2.2,4.9,45.2,1.1,2.8,39.7,0.5,0.6,88.1,0.4,1.7,2.1,0.9,0.3,0.4,0.2,1.2,11.4,0.0,0.0,2.3,73.0
845,28,75,50,25,20.0,5.7,2.1,4.8,44.2,0.8,2.5,32.4,0.7,0.9,70.0,1.2,2.3,3.5,1.0,0.6,0.5,0.6,2.3,14.1,2.0,0.0,1.0,74.0
846,20,81,29,52,30.9,19.1,6.5,15.5,41.8,1.9,6.0,32.4,4.2,5.1,82.9,0.8,2.9,3.7,8.1,3.8,0.9,0.2,1.7,35.1,30.0,1.0,-4.1,85.0
847,25,35,19,16,20.4,5.3,1.8,5.5,33.5,1.1,3.7,29.7,0.5,0.6,81.8,0.7,2.4,3.1,1.0,0.5,0.4,0.2,1.9,11.6,0.0,0.0,0.8,71.0
848,33,69,22,47,34.0,12.5,4.3,10.7,39.9,2.1,6.3,33.4,1.9,2.4,79.3,0.7,4.7,5.4,3.7,1.5,1.3,0.3,1.9,27.8,5.0,0.0,-4.8,76.0
849,23,64,42,22,17.5,8.5,3.2,7.7,41.8,0.8,3.1,25.5,1.3,1.8,69.8,0.7,3.2,3.8,1.4,1.1,0.5,0.4,1.5,16.6,0.0,0.0,0.1,75.0
850,28,43,8,35,27.9,10.9,4.7,8.8,52.9,0.0,0.0,0.0,1.6,2.5,64.2,4.0,6.2,10.2,2.0,1.4,0.7,0.4,2.1,27.9,19.0,0.0,-7.0,79.0
851,19,52,20,32,14.0,4.8,1.9,4.5,41.5,0.4,1.3,31.9,0.6,0.9,68.1,0.7,2.1,2.8,1.5,0.6,0.4,0.1,1.1,11.3,0.0,0.0,0.0,73.0
852,27,51,13,38,14.9,6.2,2.2,5.4,41.1,1.5,3.8,38.1,0.4,0.5,78.3,0.3,1.2,1.4,0.5,0.5,0.5,0.1,1.5,10.0,0.0,0.0,-2.2,72.0
853,27,57,26,31,26.8,10.9,3.8,9.2,41.3,1.6,4.6,34.6,1.7,2.2,74.8,0.6,2.4,3.0,2.9,1.4,0.9,0.5,1.7,21.8,0.0,0.0,-2.2,74.0
854,23,25,20,5,3.7,0.9,0.4,0.7,50.0,0.2,0.4,40.0,0.0,0.1,33.3,0.3,0.4,0.7,0.2,0.2,0.1,0.0,0.4,2.2,0.0,0.0,-0.4,70.0
855,25,62,34,28,10.1,3.5,1.5,3.5,42.4,0.1,0.3,21.1,0.5,0.9,52.6,0.3,1.3,1.6,0.7,0.6,0.3,0.1,1.3,7.3,0.0,0.0,0.9,69.0
856,36,55,26,29,15.9,3.1,1.1,1.8,61.6,0.0,0.0,0.0,0.9,1.6,58.6,1.7,3.9,5.6,0.7,0.8,0.4,0.4,2.0,12.5,3.0,0.0,-0.7,73.0
857,23,68,29,39,22.9,6.9,2.7,6.6,41.5,0.6,1.9,31.7,0.9,1.0,84.1,0.3,1.6,2.0,4.8,0.7,1.2,0.1,1.1,19.6,5.0,0.0,0.0,73.0
858,27,36,25,11,31.9,18.8,6.9,16.3,42.3,2.1,6.0,34.3,2.9,3.9,73.0,0.6,5.0,5.6,5.2,2.3,1.7,0.3,2.0,36.9,5.0,0.0,3.5,87.0
