,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,rankings
2156,24,43,15,28,9.5,3.4,1.4,3.8,37.7,0.3,1.1,29.8,0.2,0.3,83.3,0.2,0.6,0.7,0.9,0.3,0.3,0.0,0.6,6.1,0.0,0.0,-1.9,65.0
2157,28,58,26,32,22.7,11.5,4.5,9.6,47.2,1.3,3.3,38.9,1.2,1.8,64.5,1.4,3.4,4.8,1.0,0.8,0.6,0.3,2.6,20.8,6.0,0.0,0.4,74.0
2158,22,58,19,39,28.6,12.0,4.4,9.9,44.0,1.5,3.9,37.8,1.8,2.5,72.8,0.5,2.2,2.6,2.1,1.4,0.7,0.0,2.0,19.1,0.0,0.0,-2.5,72.0
2159,26,82,40,42,27.6,9.5,3.9,9.1,42.9,0.4,1.5,27.7,1.3,1.7,75.2,0.5,4.6,5.1,5.5,2.4,1.0,0.2,2.2,25.1,7.0,3.0,-1.2,74.0
2160,25,46,39,7,10.9,4.4,1.7,3.0,54.7,0.0,0.0,0.0,1.1,1.7,62.8,1.3,2.1,3.4,0.2,0.7,0.2,0.9,1.7,11.2,0.0,0.0,0.3,72.0
2161,23,41,9,32,13.2,2.3,1.0,1.9,51.3,0.0,0.1,0.0,0.3,0.7,48.1,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,10.4,1.0,0.0,-2.5,69.0
2162,29,52,28,24,14.1,3.9,1.3,3.3,40.0,0.6,1.7,37.5,0.7,0.9,72.9,0.5,1.3,1.7,1.1,0.7,0.8,0.2,1.5,9.9,0.0,0.0,-0.9,71.0
2163,20,55,18,37,13.1,3.4,1.2,3.9,30.4,0.4,1.9,20.4,0.6,0.9,74.5,0.4,0.8,1.2,0.5,0.7,0.7,0.1,1.3,7.4,0.0,0.0,-3.1,65.0
2164,29,43,26,17,29.5,16.1,5.9,12.4,47.7,1.6,4.5,35.8,2.6,3.3,79.0,0.6,3.6,4.2,5.1,1.6,1.0,0.3,2.6,31.2,2.0,1.0,3.7,78.0
2165,29,74,34,40,19.5,11.9,4.4,10.5,41.6,1.9,5.2,35.4,1.3,1.6,82.5,0.4,2.1,2.5,1.2,1.4,0.6,0.2,2.0,17.6,0.0,0.0,0.0,76.0
2166,27,80,32,48,28.9,12.1,4.6,10.6,43.7,0.6,1.7,33.1,2.3,2.7,84.8,0.5,3.0,3.4,2.6,1.4,0.6,0.3,1.7,21.4,2.0,0.0,-0.4,74.0
2167,20,81,41,40,31.4,12.7,4.7,9.6,49.1,0.1,0.5,15.9,3.2,4.3,74.1,1.2,5.5,6.7,2.6,2.1,0.9,1.0,3.1,28.3,10.0,0.0,0.1,81.0
2168,21,35,2,33,7.5,2.1,0.7,1.9,38.8,0.1,0.5,26.3,0.5,0.7,66.7,0.4,0.7,1.1,0.3,0.3,0.2,0.0,0.4,4.2,0.0,0.0,0.8,67.0
2169,29,78,41,37,33.8,16.3,6.4,12.8,50.1,1.2,3.3,34.7,2.3,3.0,77.4,1.0,2.5,3.5,4.5,2.2,1.0,0.2,2.5,28.7,4.0,0.0,0.3,81.0
2170,25,76,35,41,34.4,19.3,6.4,14.3,44.5,1.6,4.3,36.4,4.9,6.1,81.2,0.7,4.2,4.9,4.1,2.7,1.4,0.4,1.7,34.1,2.0,0.0,1.4,83.0
2171,25,73,16,57,30.0,9.7,3.5,7.0,50.6,0.0,0.1,16.7,2.6,3.3,78.3,3.1,5.3,8.3,2.0,1.7,1.0,1.7,2.6,29.1,18.0,0.0,-5.2,74.0
2172,25,69,25,44,31.0,15.9,6.1,12.4,49.6,0.0,0.0,0.0,3.7,4.9,75.0,3.3,6.9,10.2,2.1,2.2,1.1,0.5,2.1,34.0,35.0,0.0,-0.3,82.0
2173,28,82,49,33,24.3,9.5,3.6,8.8,40.8,1.6,4.3,37.9,0.6,0.8,75.8,0.3,2.4,2.6,3.7,1.5,0.6,0.1,2.2,18.7,0.0,0.0,0.9,73.0
2174,23,82,67,15,28.3,10.1,3.9,8.0,48.2,1.1,2.6,40.5,1.3,1.8,72.0,1.4,4.1,5.5,1.4,0.9,0.7,0.2,1.8,20.9,6.0,0.0,6.5,77.0
2175,26,48,18,30,23.8,11.8,5.1,8.1,62.8,0.0,0.0,0.0,1.6,3.3,50.0,3.0,7.0,10.0,0.1,1.2,0.6,2.6,2.7,32.2,22.0,1.0,-1.2,81.0
2176,25,73,14,59,19.2,8.0,3.3,6.9,47.4,0.1,0.3,18.2,1.5,1.9,77.4,1.7,3.3,4.9,1.1,1.4,0.5,0.4,1.8,17.0,4.0,0.0,-4.5,71.0
2177,24,71,13,58,25.0,8.8,3.2,7.6,41.3,1.6,4.0,40.1,0.9,1.3,70.8,0.7,2.0,2.8,1.2,0.9,0.8,0.4,2.0,16.5,0.0,0.0,-4.8,71.0
2178,24,30,9,21,6.4,1.9,0.6,1.8,34.5,0.3,1.0,33.3,0.3,0.3,100.0,0.1,0.4,0.5,0.4,0.3,0.3,0.1,0.7,4.0,0.0,0.0,-1.4,66.0
2179,28,61,28,33,18.8,4.3,1.9,3.5,55.2,0.0,0.0,0.0,0.5,1.7,30.4,1.7,4.1,5.8,0.5,1.0,0.5,0.8,2.8,14.9,2.0,0.0,-0.1,73.0
2180,25,62,34,28,24.9,8.0,3.1,7.6,41.0,1.1,3.2,34.2,0.7,1.0,67.2,0.9,2.7,3.6,2.2,1.5,1.3,0.3,2.2,18.8,2.0,0.0,1.0,75.0
2181,24,47,24,23,20.0,9.2,3.1,8.0,38.6,1.9,5.2,37.0,1.0,1.3,81.7,0.4,1.5,1.9,2.1,1.3,0.6,0.1,1.8,15.3,0.0,0.0,-1.3,73.0
2182,26,67,40,27,25.8,16.4,5.0,11.9,42.1,1.9,5.2,37.3,4.5,5.2,86.8,0.5,1.8,2.3,4.2,2.1,0.9,0.1,2.2,26.2,0.0,0.0,2.6,81.0
2183,26,55,24,31,15.1,6.1,2.6,6.7,39.0,0.3,1.1,30.0,0.6,1.0,59.6,0.3,1.5,1.8,3.3,1.4,0.7,0.1,0.9,14.1,0.0,0.0,-1.9,75.0
2184,26,73,26,47,19.3,7.6,3.0,6.3,47.5,0.0,0.0,0.0,1.6,2.8,57.7,2.1,4.1,6.2,0.8,1.3,0.5,0.5,1.9,17.8,9.0,0.0,-3.2,73.0
2185,31,78,55,23,30.9,16.4,5.7,12.0,47.7,2.6,5.9,43.7,2.3,2.6,90.1,0.3,1.9,2.1,1.8,1.2,0.5,0.1,1.7,22.2,0.0,0.0,8.0,79.0
2186,29,70,38,32,29.7,12.1,4.5,10.8,41.7,2.3,6.1,38.3,0.8,1.0,75.0,0.4,2.7,3.1,2.8,1.4,1.2,0.3,2.3,23.1,0.0,0.0,2.3,76.0
2187,22,74,17,57,15.3,5.2,2.0,4.7,42.2,0.4,1.7,24.4,0.9,1.3,67.0,0.5,1.7,2.2,1.0,1.0,0.5,0.4,1.8,11.0,0.0,0.0,-4.5,69.0
2188,25,24,10,14,6.8,2.6,1.1,2.0,57.4,0.0,0.3,0.0,0.3,0.4,80.0,0.8,1.1,1.9,0.2,0.6,0.2,0.2,1.0,5.8,0.0,0.0,-1.0,67.0
2189,27,23,8,15,11.1,4.6,1.8,3.4,53.2,0.0,0.0,0.0,1.0,1.4,66.7,0.8,1.9,2.7,0.1,0.8,0.1,0.9,1.3,10.1,0.0,0.0,-3.0,75.0
2190,20,25,13,12,29.5,12.3,5.2,10.5,49.0,0.2,0.6,25.0,1.8,2.6,69.7,2.0,3.5,5.5,1.7,1.9,1.2,0.2,1.7,23.9,2.0,0.0,-4.6,77.0
2191,24,82,47,35,20.1,7.7,2.8,6.6,42.0,0.7,2.5,29.3,1.3,1.7,77.3,0.9,2.7,3.6,1.1,0.6,0.9,0.3,1.7,16.6,0.0,0.0,0.9,76.0
2192,35,64,44,20,26.6,15.8,5.2,13.1,39.6,1.9,5.7,32.7,3.5,3.9,90.1,0.3,1.7,1.9,2.5,1.4,0.9,0.2,1.7,23.8,0.0,0.0,1.3,79.0
2193,33,63,25,38,22.3,8.3,3.3,8.0,40.7,1.4,4.1,34.5,0.4,0.6,66.7,0.5,1.8,2.3,4.0,1.7,0.7,0.1,2.2,17.9,0.0,0.0,-0.2,72.0
2194,24,62,27,35,17.0,5.0,1.6,4.0,40.9,0.5,1.5,32.6,1.3,1.5,84.0,0.8,2.0,2.8,0.8,0.6,0.4,0.3,1.4,11.0,1.0,0.0,-0.1,70.0
2195,25,81,56,25,36.8,27.4,8.0,18.1,44.0,2.6,6.9,37.5,8.8,10.2,86.8,0.9,4.7,5.7,7.0,4.0,1.9,0.7,2.6,48.6,21.0,4.0,4.1,92.0
2196,28,70,40,30,19.6,7.9,3.4,5.8,58.9,0.2,0.7,21.6,1.0,1.5,65.7,0.9,2.8,3.7,1.4,1.1,0.8,1.0,2.2,18.5,2.0,0.0,2.1,75.0
2197,34,57,35,22,11.7,4.4,1.3,3.5,36.8,1.1,3.1,36.0,0.7,0.8,84.8,0.2,0.9,1.1,0.4,0.2,0.2,0.1,1.2,7.2,0.0,0.0,-1.9,69.0
2198,22,15,11,4,9.1,4.1,1.6,2.9,54.5,0.0,0.0,0.0,0.9,1.7,56.0,1.0,1.5,2.5,0.1,0.4,0.3,0.6,1.4,9.7,0.0,0.0,0.6,67.0
2199,19,31,14,17,10.7,3.4,1.2,3.3,35.3,0.5,2.1,25.8,0.5,0.9,55.2,0.3,1.1,1.4,0.4,0.2,0.3,0.1,0.7,6.4,0.0,0.0,0.2,68.0
2200,29,72,39,33,23.8,7.2,2.8,5.9,46.8,1.0,2.7,38.5,0.7,0.9,71.6,0.6,2.4,3.1,1.8,0.9,1.0,0.2,1.6,16.2,0.0,0.0,1.5,75.0
2201,23,58,26,32,27.0,13.3,5.4,12.2,43.9,0.9,3.2,28.3,1.7,2.2,74.4,2.5,5.1,7.6,2.3,1.3,0.8,0.7,2.6,29.0,12.0,0.0,-0.4,77.0
2202,21,19,12,7,6.6,3.0,1.1,1.9,56.8,0.0,0.0,0.0,0.8,1.5,53.6,0.8,0.9,1.8,0.2,0.4,0.3,0.3,1.3,6.7,0.0,0.0,0.8,72.0
2203,31,80,36,44,28.0,12.0,4.5,10.2,43.9,0.5,1.8,26.7,2.5,2.8,88.1,0.2,2.8,3.1,4.7,2.4,0.9,0.2,1.8,23.5,5.0,0.0,-3.9,74.0
2204,29,82,17,65,21.8,8.0,3.1,7.2,43.4,0.2,0.5,35.7,1.5,1.9,83.0,1.2,2.8,4.0,1.7,1.3,0.4,0.5,2.5,16.8,3.0,0.0,-5.2,72.0
2205,37,77,53,24,21.3,7.0,2.4,5.8,42.2,1.6,4.2,39.0,0.5,0.6,81.3,0.2,1.4,1.6,1.9,1.0,0.9,0.2,1.5,14.1,0.0,0.0,1.8,71.0
2206,28,81,29,52,24.6,6.1,2.5,5.3,47.0,0.0,0.0,0.0,1.1,1.8,62.2,1.7,4.8,6.5,1.0,1.0,0.4,0.7,3.0,17.8,7.0,0.0,-2.3,70.0
2207,28,78,41,37,31.5,15.0,5.3,12.4,43.0,1.2,3.7,33.2,3.1,3.7,83.3,0.8,3.4,4.2,1.7,1.4,0.7,0.4,1.9,24.6,1.0,0.0,-1.7,77.0
2208,27,73,53,20,30.5,15.9,5.6,12.2,46.0,1.0,2.8,34.3,3.8,4.4,86.2,0.4,2.1,2.5,7.0,2.8,1.7,0.4,1.9,33.1,10.0,0.0,5.3,83.0
2209,25,37,17,20,7.0,2.6,0.9,1.7,50.0,0.0,0.0,0.0,0.9,1.4,68.0,0.6,1.1,1.7,0.3,0.3,0.1,0.5,0.7,6.6,0.0,0.0,-1.1,70.0
2210,21,65,18,47,21.2,6.3,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3.0,59.1,0.8,2.3,3.0,1.2,1.3,0.6,1.0,2.2,15.5,0.0,0.0,-2.7,69.0
2211,27,38,19,19,7.0,2.4,0.8,1.5,55.2,0.1,0.1,40.0,0.6,0.8,82.8,0.7,1.2,1.9,0.3,0.1,0.3,0.3,0.8,6.8,0.0,0.0,0.8,70.0
2212,23,47,27,20,13.5,6.3,2.2,5.3,41.6,0.8,2.4,34.2,1.0,1.2,89.1,0.2,2.1,2.3,0.9,0.6,0.4,0.1,1.1,11.6,1.0,0.0,-1.5,73.0
2213,26,74,19,55,25.8,11.2,3.7,8.8,42.4,0.9,2.4,36.9,2.9,3.6,79.5,0.4,2.3,2.6,4.6,2.2,1.1,0.4,2.6,23.7,3.0,0.0,-3.4,75.0
2214,26,77,39,38,22.3,7.8,2.9,6.7,42.6,0.5,1.6,30.8,1.6,1.8,88.3,0.3,2.5,2.7,3.0,1.7,0.8,0.2,2.1,16.6,0.0,0.0,-0.2,72.0
2215,26,50,27,23,10.2,3.6,1.3,3.3,38.0,0.2,1.0,18.8,0.9,0.9,95.6,0.2,0.6,0.8,1.2,0.7,0.3,0.0,0.9,6.6,0.0,0.0,0.8,67.0
2216,25,65,40,25,38.7,20.0,6.5,14.0,46.2,1.1,3.0,37.8,5.9,7.1,83.4,1.8,4.1,5.8,3.3,1.4,1.8,0.6,1.7,37.4,4.0,0.0,3.7,86.0
2217,30,67,39,28,30.6,7.2,2.8,6.4,44.5,0.0,0.0,0.0,1.6,2.6,60.3,3.3,6.4,9.6,4.7,1.8,0.7,1.1,3.0,29.4,15.0,0.0,1.2,79.0
2218,27,60,29,31,24.4,11.1,3.7,8.9,41.6,1.2,3.5,34.9,2.4,2.7,90.6,0.2,1.5,1.7,1.3,1.0,1.0,0.1,1.3,17.4,0.0,0.0,-1.6,74.0
2219,23,51,32,19,9.7,2.7,0.9,2.4,40.0,0.6,1.6,36.9,0.2,0.3,60.0,0.1,0.7,0.8,0.5,0.5,0.1,0.0,1.2,4.4,0.0,0.0,-2.0,67.0
2220,27,79,36,43,21.2,5.0,1.9,4.5,41.5,0.9,2.6,35.6,0.4,0.5,75.0,0.3,1.9,2.2,2.3,1.2,0.9,0.1,1.6,13.0,0.0,0.0,-0.6,70.0
2221,34,80,38,42,34.9,14.4,5.6,12.8,43.5,1.5,4.2,35.9,1.8,2.2,80.1,0.7,4.1,4.8,3.7,1.7,0.7,0.2,1.5,26.7,3.0,0.0,-1.5,79.0
2222,32,49,25,24,8.3,1.8,0.7,1.3,58.1,0.0,0.0,0.0,0.3,0.4,68.2,0.7,1.2,1.9,0.1,0.2,0.2,1.0,1.1,7.7,0.0,0.0,0.2,66.0
2223,23,24,9,15,11.2,3.9,1.5,3.7,40.4,0.1,0.7,18.8,0.8,1.2,64.3,1.1,2.1,3.2,0.5,0.9,0.3,0.4,1.8,9.9,0.0,0.0,-4.7,69.0
2224,24,67,35,32,18.3,7.0,2.9,5.2,56.6,0.0,0.0,0.0,1.2,2.0,56.9,1.9,2.8,4.7,0.9,1.3,0.4,2.0,2.3,19.9,2.0,0.0,-1.1,74.0
2225,24,24,13,11,12.4,5.6,2.0,4.1,49.5,0.9,2.2,40.4,0.7,0.8,84.2,0.1,1.5,1.6,0.5,0.3,0.4,0.0,0.6,9.3,0.0,0.0,-1.0,67.0
2226,24,79,45,34,35.9,17.6,6.6,14.8,44.5,0.8,2.7,30.0,3.6,4.6,78.5,0.5,4.2,4.6,10.0,3.8,1.7,0.6,2.3,41.3,40.0,0.0,3.5,87.0
2227,22,34,17,17,10.8,2.9,1.3,3.5,36.7,0.0,0.0,0.0,0.4,0.8,44.4,0.8,1.1,1.9,0.5,0.7,0.1,0.1,1.3,6.0,0.0,0.0,-2.9,64.0
2228,26,63,45,18,13.1,4.5,1.9,4.3,44.3,0.1,0.5,24.1,0.6,0.9,62.7,0.8,2.5,3.3,0.7,0.6,0.3,0.1,1.4,10.3,1.0,0.0,-0.4,72.0
2229,28,75,37,38,16.4,6.0,2.3,5.1,44.6,0.7,1.9,38.6,0.7,0.9,84.8,1.2,2.5,3.8,0.9,0.6,0.6,0.2,1.8,13.9,1.0,0.0,1.9,72.0
2230,23,80,47,33,26.2,12.0,4.7,8.2,57.2,0.0,0.0,0.0,2.7,3.5,78.6,2.7,6.0,8.7,0.5,1.4,0.4,1.2,2.8,26.6,22.0,0.0,-0.3,78.0
2231,20,30,14,16,8.3,3.1,1.2,2.9,40.7,0.3,0.8,40.0,0.5,0.8,60.9,0.3,0.6,0.9,0.5,0.5,0.5,0.2,0.8,6.9,0.0,0.0,0.6,70.0
2232,23,59,11,48,25.0,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,0.9,2.3,3.2,3.5,1.6,0.9,0.2,1.8,22.6,2.0,0.0,-4.1,75.0
2233,27,70,19,51,26.8,12.0,5.1,11.1,45.9,0.0,0.2,27.3,1.8,2.4,73.8,2.5,5.5,7.9,1.5,1.5,0.5,0.7,2.3,25.9,22.0,0.0,-5.7,75.0
2234,33,42,7,35,30.2,9.1,3.5,8.4,41.5,1.4,3.4,41.5,0.7,0.8,90.6,0.5,2.5,3.0,4.7,1.8,0.7,0.0,1.8,20.1,2.0,0.0,-8.1,73.0
2235,28,17,8,9,17.4,4.2,1.6,3.1,52.8,0.5,1.1,42.1,0.5,0.8,61.5,0.4,2.2,2.6,1.9,1.3,0.7,0.2,2.4,11.7,0.0,0.0,1.9,71.0
2236,29,83,41,42,27.7,12.4,5.0,11.9,41.9,0.9,2.7,31.6,1.5,3.1,49.8,1.8,4.6,6.4,3.3,2.5,1.0,1.4,2.7,29.9,15.0,0.0,0.2,75.0
2237,25,40,20,20,32.6,14.8,6.0,13.4,44.6,1.3,3.4,37.8,1.6,1.9,85.5,0.8,2.6,3.4,6.9,2.3,1.6,0.6,2.8,33.3,5.0,0.0,2.5,80.0
2238,20,1,0,1,13.6,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-18.0,74.0
2239,26,59,49,10,11.1,4.3,1.5,4.0,38.7,0.6,1.8,32.1,0.6,0.8,82.2,0.2,1.0,1.2,0.8,0.5,0.7,0.2,0.9,9.2,0.0,0.0,-0.2,72.0
2240,20,62,21,41,17.8,6.9,2.8,6.2,44.6,0.0,0.0,0.0,1.4,2.1,63.6,2.0,4.1,6.2,0.8,1.4,0.8,1.1,3.3,19.9,4.0,0.0,-0.1,74.0
2241,22,62,19,43,21.8,7.9,2.8,7.0,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1.0,2.2,3.2,1.2,1.7,0.7,1.1,2.0,17.3,1.0,0.0,-4.2,70.0
2242,24,64,46,18,31.8,16.5,6.2,12.8,47.9,1.0,3.0,34.9,3.2,3.9,80.2,1.3,5.9,7.2,2.5,1.5,2.3,0.8,2.0,36.6,14.0,0.0,6.9,87.0
2243,24,64,31,33,22.2,10.3,3.9,8.3,47.5,1.0,2.7,34.9,1.5,2.1,68.4,1.4,3.3,4.7,1.7,1.5,1.0,0.6,3.3,21.8,3.0,0.0,3.6,74.0
2244,25,62,21,41,34.2,17.3,6.1,15.8,38.5,1.4,4.5,30.4,3.8,4.6,82.7,0.6,3.0,3.5,5.1,1.6,1.4,0.5,1.5,33.5,4.0,0.0,-3.0,81.0
2245,23,28,13,15,14.9,4.2,1.6,3.6,45.5,0.6,1.6,39.1,0.3,0.3,88.9,0.1,0.9,1.0,3.1,1.3,0.8,0.0,0.9,11.0,0.0,0.0,2.0,71.0
2246,30,68,38,30,16.9,3.6,1.5,3.3,44.9,0.0,0.0,0.0,0.6,1.2,50.6,1.3,3.4,4.7,0.8,1.4,0.2,0.6,2.4,11.6,0.0,0.0,0.3,72.0
2247,25,75,30,45,27.8,12.6,5.0,9.8,50.7,0.0,0.1,12.5,2.7,3.8,69.1,3.2,5.7,8.9,1.2,1.6,0.8,0.8,2.8,28.3,26.0,0.0,-0.5,79.0
2248,25,75,53,22,17.6,5.2,1.9,4.4,42.6,0.6,1.8,36.4,0.8,1.3,60.0,0.3,2.7,3.0,1.0,1.0,0.7,0.4,1.7,12.7,0.0,0.0,-1.3,72.0
2249,22,82,32,50,31.5,12.7,4.8,11.9,40.1,1.9,5.4,34.5,1.3,1.9,69.6,0.6,2.5,3.1,1.3,1.1,1.1,0.2,2.0,21.4,0.0,0.0,0.9,73.0
2250,26,27,18,9,33.8,25.4,8.8,17.3,51.0,2.4,5.9,40.3,5.4,6.3,85.4,0.6,6.0,6.6,4.1,2.7,0.9,0.9,1.5,42.1,5.0,0.0,6.2,91.0
2251,39,47,20,27,20.3,6.9,3.0,6.5,46.7,0.0,0.1,14.3,0.8,1.0,80.0,1.0,5.6,6.6,1.6,1.0,1.0,0.4,2.3,20.3,3.0,0.0,-0.5,76.0
2252,26,75,50,25,33.8,16.4,5.5,12.7,43.4,1.9,5.2,36.7,3.4,4.3,80.4,1.9,7.9,9.7,2.2,1.6,0.7,0.5,1.9,33.4,38.0,0.0,5.3,81.0
2253,32,39,11,28,33.4,20.0,6.8,16.0,42.7,1.9,4.9,39.3,4.4,4.9,88.1,0.5,3.2,3.6,2.3,1.9,0.8,0.0,1.9,28.4,0.0,0.0,-6.5,79.0
2254,25,79,45,34,15.6,6.6,2.9,5.7,51.3,0.0,0.0,0.0,0.7,1.0,70.7,1.1,2.5,3.6,0.7,1.2,0.1,0.7,2.5,13.5,1.0,0.0,-2.0,72.0
2255,23,79,40,39,30.1,13.4,5.1,11.0,46.7,1.4,3.4,40.7,1.7,2.0,85.9,0.6,3.8,4.4,2.3,1.4,1.5,0.1,2.3,25.7,1.0,0.0,4.1,78.0
2256,25,77,64,13,31.9,21.7,7.8,16.9,46.3,3.1,7.1,43.9,2.9,3.3,87.9,0.4,2.9,3.2,2.9,1.9,1.1,0.8,1.6,33.6,1.0,0.0,10.1,87.0
2257,36,35,10,25,34.5,22.3,7.6,20.4,37.3,1.5,5.3,29.3,5.6,6.9,81.3,0.7,4.9,5.7,5.6,3.7,1.3,0.2,1.9,38.6,4.0,2.0,-8.4,85.0
2258,26,81,55,26,16.6,5.2,2.2,4.4,50.8,0.0,0.0,0.0,0.7,1.0,64.7,1.5,3.8,5.3,0.5,0.9,0.4,0.8,1.8,14.7,0.0,0.0,1.2,72.0
2259,30,64,37,27,21.0,8.0,3.3,7.0,47.3,0.0,0.1,0.0,1.4,1.8,74.4,1.8,4.7,6.5,0.9,0.7,0.5,0.4,2.0,19.1,3.0,0.0,-1.4,72.0
2260,21,33,22,11,10.9,2.2,0.9,2.7,34.8,0.1,0.3,27.3,0.3,0.4,64.3,0.2,2.0,2.2,0.8,0.3,0.5,0.2,0.8,7.8,0.0,0.0,-1.1,71.0
2261,34,75,58,17,32.2,12.1,3.9,8.0,48.7,2.9,6.0,49.2,1.4,1.6,89.8,0.2,3.9,4.1,2.6,1.4,0.7,0.6,1.9,23.3,1.0,0.0,8.3,79.0
2262,29,70,43,27,34.5,17.8,6.1,14.9,41.2,1.9,5.6,33.8,3.6,4.5,80.8,0.8,3.9,4.7,6.8,2.5,1.6,0.2,3.0,36.3,13.0,2.0,2.9,83.0
2263,25,51,15,36,16.2,5.8,2.3,4.7,49.2,0.2,0.8,27.9,0.9,1.1,77.2,0.9,3.0,3.9,1.2,1.1,0.6,0.8,2.2,15.2,3.0,0.0,-2.4,72.0
2264,27,80,36,44,21.8,6.0,2.2,5.6,38.6,1.2,3.0,39.8,0.5,0.7,76.9,0.4,2.0,2.4,1.1,0.7,0.6,0.3,1.9,12.4,0.0,0.0,-1.2,71.0
2265,23,75,52,23,36.4,21.7,7.7,16.5,46.8,2.1,5.0,41.5,4.2,4.9,86.3,0.7,2.4,3.2,5.2,2.5,1.5,0.3,1.9,36.2,6.0,0.0,5.6,87.0
2266,29,71,48,23,35.4,23.4,9.3,19.9,46.6,0.5,1.5,35.2,4.3,5.1,84.5,2.5,7.7,10.2,1.7,1.7,0.7,1.0,1.8,41.5,39.0,0.0,4.8,88.0
2267,24,61,23,38,25.8,8.2,3.4,9.0,37.6,0.3,1.7,17.1,1.1,1.8,62.7,0.6,3.9,4.5,3.9,2.1,0.6,0.1,2.2,19.7,2.0,0.0,-3.6,74.0
2268,27,62,20,42,24.0,7.1,2.9,7.1,41.2,0.1,0.4,31.8,1.2,1.6,72.7,1.0,2.1,3.1,1.1,1.2,0.6,0.1,1.6,13.6,0.0,0.0,-5.5,70.0
2269,23,45,12,33,32.4,11.8,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,0.8,3.4,4.2,3.3,1.4,1.2,0.3,2.9,24.8,0.0,0.0,-6.0,72.0
2270,26,63,29,34,17.0,5.0,2.2,4.7,47.2,0.0,0.0,0.0,0.5,0.7,70.2,2.0,3.2,5.1,1.2,0.6,0.2,0.7,1.6,15.0,4.0,0.0,1.4,71.0
2271,30,69,50,19,36.1,25.3,9.0,18.5,48.8,1.7,4.9,35.4,5.4,7.7,71.0,0.7,5.3,6.0,7.4,3.9,1.6,0.7,2.0,46.5,22.0,2.0,7.8,94.0
2272,32,66,54,12,14.9,7.1,2.8,5.8,47.4,0.7,1.7,38.4,0.9,1.1,78.4,0.3,1.0,1.4,1.5,0.7,0.6,0.1,1.3,12.5,0.0,0.0,-0.1,74.0
2273,28,67,16,51,28.6,9.9,3.7,9.5,39.5,0.9,3.0,30.7,1.4,2.4,58.9,1.2,3.7,4.9,1.6,1.5,1.2,0.3,1.6,21.2,4.0,0.0,-5.4,69.0
2274,22,6,3,3,3.8,1.0,0.3,1.3,25.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3,1.5,1.8,0.2,0.3,0.3,0.0,1.0,4.1,0.0,0.0,-1.8,68.0
2275,35,81,37,44,20.5,9.4,3.7,7.9,46.7,0.1,0.2,25.0,2.0,2.8,69.9,1.7,4.8,6.5,1.3,1.2,0.6,0.2,2.4,20.4,9.0,0.0,0.4,75.0
2276,26,63,34,29,13.2,4.1,1.5,3.0,47.9,0.9,1.8,51.3,0.2,0.3,68.4,0.2,1.6,1.8,0.4,0.4,0.3,0.2,1.0,7.7,0.0,0.0,-1.6,70.0
2277,30,72,33,39,33.6,14.0,5.1,10.9,46.9,1.1,3.1,35.5,2.7,3.5,76.1,1.4,3.8,5.2,1.9,1.5,0.9,0.3,1.5,25.3,5.0,0.0,-0.1,78.0
2278,37,70,47,23,22.7,10.5,3.6,8.4,42.6,1.3,3.7,34.5,2.1,2.9,72.1,0.4,2.6,3.0,4.2,2.2,1.0,0.3,2.0,22.0,3.0,0.0,4.5,78.0
2279,30,81,55,26,33.2,17.4,6.5,13.2,49.4,0.0,0.2,17.6,4.3,5.4,79.5,1.4,6.4,7.8,3.8,2.2,0.9,1.6,2.6,37.7,20.0,0.0,2.8,87.0
2280,31,82,46,36,29.9,12.2,5.4,9.5,56.6,0.0,0.0,0.0,1.5,2.1,70.3,2.2,6.5,8.7,1.2,1.2,0.6,1.3,2.3,29.1,22.0,0.0,3.1,78.0
2281,29,62,41,21,22.4,9.2,3.2,7.6,42.3,1.4,3.7,37.4,1.4,1.6,84.8,0.4,2.1,2.5,1.5,1.0,0.5,0.0,1.4,15.1,0.0,0.0,0.0,73.0
2282,25,81,39,42,25.2,10.4,4.1,9.4,43.4,1.4,3.9,35.8,0.9,1.4,62.8,0.9,3.9,4.8,1.6,0.9,0.8,0.2,2.3,20.6,5.0,0.0,-0.8,73.0
2283,21,67,35,32,27.0,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.3,1.5,0.3,2.6,20.3,0.0,0.0,0.8,74.0
2284,28,48,19,29,15.0,7.9,2.9,7.2,40.6,1.1,3.0,37.8,1.0,1.2,82.1,0.5,1.3,1.8,0.8,0.6,0.6,0.1,0.8,12.8,0.0,0.0,-0.1,72.0
